Descripcion,Asignado,Sector
MALL PASEO QUILIN S.A.,MALL PASEO QUILIN SA,FINA
Mall Plaza Arica,MALL PLAZA ARICA,COME
MALL PLAZA L.ANGELES (CHILECTRA),MALL PLAZA LANGELES (CHILECTRA),COME
MALL PLAZA TREBOL (CHILECTRA),MALL PLAZA TREBOL (CHILECTRA),COME
MALL_ANTOFAGASTA,MALL ANTOFAGASTA,COME
MALL_MARINA_ARAUCO,MALL MARINA ARAUCO,COME
MALL_MULTICENTRO,MALL MULTICENTRO,COME
MALL_PLAZA_ARICA,MALL PLAZA ARICA,COME
MALL_PLAZA_ARICA2,MALL PLAZA ARICA,COME
MALL_VALPARAISO,MALL VALPARAISO,COME
MALL_VIVO,MALL VIVO,AIEA
MALL_VIVO_TEMUCO,MALL VIVO,AIEA
MALTEXCO,MALTEXCO,IMNM
MAMINA110,MAMINA110,OTRO
MAMUT,MAMUT,HORE
MANTO VERDE-ALMAGRO,MANTO VERDE-ALMAGRO,COME
MANUFACTURAS DE COBRE SPA,MANUFACTURAS DE COBRE SPA,IMM
MANUFACTURAS METALURGICAS RHEEM CHILE SP,MANUFACTURAS METALURGICAS RHEEM CHILENA,IMM
MANUFACTURAS METALURGICAS RHEEM CHILE SPA,MANUFACTURAS METALURGICAS RHEEM CHILENA,IMM
MANUFACTURAS METALURGICAS RHEEM CHILENA,MANUFACTURAS METALURGICAS RHEEM CHILENA,IMM
MANUFACTURAS METALURGICAS RHEEM CHILENA ,MANUFACTURAS METALURGICAS RHEEM CHILENA,IMM
MANUFACTURAS METALURGICAS RHEEM CHILENA SPA,MANUFACTURAS METALURGICAS RHEEM CHILENA,IMM
MANUFACTURAS VOILA S.A.,MANUFACTURAS VOILA SA,IMNM
MAQUINARIAS_LA_FRONTERA_LTDA.,MAQUINARIAS LA FRONTERA LTDA,CONS
MARFRIG,MARFRIG,IMNM
MARIENBERG GESTORA DE NEGOCIOS LTDA Y CI,MARIENBERG GESTORA DE NEGOCIOS LTDA Y CIA,COME
MARINE HARVEST CHILE S.A.,MARINE HARVEST CHILE SA,PESC
MARINETTI,MARINETTI,IMNM
MARISIO S.A.,MARISIO SA,IMNM
MARPLE PLASTIC SOLUTION GROUP S.A.  - FR,MARPLE PLASTIC SOLUTION GROUP SA  - FR,IMNM
MARZULLO S.A.,MARZULLO SA,IMNM
MASCATO,MASCATO,PESC
MASISA,MASISA,IMNM
MASISA-CABRERO,MASISA-CABRERO,IMNM
MASISA-MAPAL,MASISA-MAPAL,IMNM
MASONITE,MASONITE,IMNM
MASONITE_CHILE_SA,MASONITE,IMNM
MATADEROS_LINDEROS_LIMITADA,MATADEROS LINDEROS LIMITADA,AGCS
MATERIALES_EMBALAJE,MATERIALES EMBALAJE,COME
MAURICIO_MUNOZ,MAURICIO MUNOZ,OTRO
MAXAGRO,MAXAGRO,IMNM
MBI - CINES,MBI - CINES,OTRO
MBI - FALABELLA,MBI - FALABELLA,AIEA
MBI SPA,MBI SPA,AIEA
MBI-JUMBO,MBI-JUMBO,AIEA
MBI-TIENDAS PARIS,MBI-TIENDAS PARIS,AIEA
MEANTO,MEANTO,OTRO
MEDICAL INTERNATIONAL LABORATORIES CORPO,MEDICAL INTERNATIONAL LABORATORIES CORPO,IMNM
MEGA FRIO CHILE S.A.,MEGA FRIO CHILE SA,TRAC
MEGACENTRO CARRASCAL S.A.,MEGACENTRO CARRASCAL SA,AIEA
MEGACENTRO CHILE SpA,MEGACENTRO CHILE SPA,TRAC
MEGACENTRO CHILE SPA,MEGACENTRO CHILE SPA,TRAC
MEGACENTRO SAN PEDRO S.A.,MEGACENTRO SAN PEDRO SA,TRAC
MEGACENTRO_(AEROPARQUE),MEGACENTRO (AEROPARQUE),TRAC
MEGAFRÍO CHILE S.A.,CLARO CHILE SA,TRAC
MEGAPUERTO,MEGAPUERTO,CONS
MEGASALUD S.A.,MEGASALUD SA,SOSA
MELIFEED,MELIFEED,FINA
MELON,MELON,IMNM
MELON_ARIDOS,MELON,IMNM
MELON_S.A.,MELON,IMNM
MENORES_ARICA,MENORES ARICA,OTRO
MENORES_CHAP,MENORES CHAP,OTRO
MERVAL,MERVAL,TRAC
METALNORTE INGENIERIA LIMITADA,METALNORTE INGENIERIA LIMITADA,IMM
METALURGICA SILCOSIL LTDA.,METALURGICA SILCOSIL LTDA,IMM
METRAN,,
METRO,METRO,TRAC
METRO CHILECTRA,METRO,TRAC
METRO ENOR,METRO,TRAC
METROGAS S.A.,METROGAS SA,SEGA
METSO_CHILE_CONCON,METSO CHILE CONCON,IMNM
MICHILLA,MICHILLA,MINE
MICHILLA COSTA SPA,,
MICROBAL S.A.,MICROBAL SA,IMNM
MID MALL MAIPU S.A.,MID MALL MAIPU SA,FINA
MIGRIN S.A,MIGRIN SA,MINE
MIN. ALTOS DE PUNITAQUI,MINERA ALTOS DE PUNITAQUI,MINE
MIN. AMALIA,MIN AMALIA,MINE
MIN. C. DE ANDACOLLO,MINERA C DE ANDACOLLO,MINE
MIN. C. DE ANDACOLLO (GASSUR),MINERA C DE ANDACOLLO,MINE
MIN. CASERONES,MINERA CASERONES,MINE
MIN. CERRO NEGRO,MINERA CERRO NEGRO,MINE
MIN. KOZAN,MINERA KOZAN,MINE
MIN. LA CANDELARIA,MINERA LA CANDELARIA,MINE
MIN. MANTOS DE ORO,MINERA MANTOS DE ORO,MINE
MIN. MARICUNGA,MINERA MARICUNGA,MINE
MIN. OJOS DEL SALADO,MINERA OJOS DEL SALADO,MINE
MIN. PASO SAN FRANCISCO,MINERA PASO SAN FRANCISCO,MINE
MIN. PELAMBRES-L.VILOS,MINERA PELAMBRES-LVILOS,MINE
MIN. PELAMBRES-QUILLOTA,MINERA PELAMBRES-QUILLOTA,MINE
MIN. PELAMBRES-QUILLOTA CON,MINERA PELAMBRES-QUILLOTA CON,MINE
MIN. PELAMBRES-QUILLOTA END,MINERA PELAMBRES-QUILLOTA END,MINE
MIN. PELAMBRES-QUILLOTA JAV,MINERA PELAMBRES-QUILLOTA JAV,MINE
MIN. VALLE CENTRAL,MINERA VALLE CENTRAL,MINE
MIN_CODELCO_SALAR,MINERA CODELCO SALAR,MINE
MIN_COLLAHUASI,MINERA COLLAHUASI,MINE
MIN_COLORADO110,MINERA COLORADO110,MINE
MIN_ELABRA,MINERA ELABRA,MINE
MIN_ESCONDIDA,MINERA ESCONDIDA,MINE
MIN_ESCONDIDA_OGP1,MINERA ESCONDIDA OGP2,MINE
MIN_ESCONDIDA_SULFUROS,MINERA ESCONDIDA SULFUROS,MINE
MIN_MANTOS_BLANCOS,MINERA MANTOS BLANCOS,MINE
MIN_QBLANCA,MINERA QBLANCA,MINE
MIN_RTOMIC,MINERA RTOMIC,MINE
MIN_ZALDIVAR,MINERA ZALDIVAR,MINE
MINDUGAR SPA,,
MINERA CENIZAS,MINERA CENIZAS,MINE
MINERA MERIDIAN,,
MINERA TORO,MINERA TORO,MINE
MINERA TRES VALLES,MINERA TRES VALLES,MINE
MINERA_ANTUCOYA023,MINERA ANTUCOYA024,MINE
MINERA_EL_WAY,MINERA EL WAY,MINE
MINERA_ESCONDIDA,MINERA ESCONDIDA,MINE
MINERA_ESCONDIDA_BOMBEO2,MINERA ESCONDIDA BOMBEO3,MINE
MINERA_ESCONDIDA_COLOSO1,MINERA ESCONDIDA COLOSO1,MINE
MINERA_ESCONDIDA_COLOSO2,MINERA ESCONDIDA COLOSO2,MINE
MINERA_ESCONDIDA_FARELLON,MINERA ESCONDIDA FARELLON,MINE
MINERA_ESCONDIDA_LIMITADA,MINERA ESCONDIDA LIMITADA,MINE
MINERA_ESCONDIDA_PURI,MINERA ESCONDIDA PURI,MINE
MINERA_ESCONDIDA_ZALDIVAR,MINERA ESCONDIDA ZALDIVAR,MINE
MINERA_ESPERANZA,MINERA ESPERANZA,MINE
MINERA_ESPERANZA OXE,MINERA ESPERANZA OXE,MINE
MINERA_FLORIDA,MINERA FLORIDA,MINE
MINERA_GABY,MINERA GABY,MINE
MINERA_GUANACO,MINERA GUANACO,MINE
MINERA_LOMAS_BAYAS,MINERA LOMAS BAYAS,MINE
MINERA_MINISTRO_HALES_CODELCO,MINERA MINISTRO HALES CODELCO,MINE
MINERA_SAN_GERÓNIMO,CIA MINERA SAN GERÓNIMO,MINE
MINERA_SAN_PEDRO,MINERA SAN PEDRO,MINE
MINERA_SPENCE,MINERA SPENCE,MINE
MINERA_TESORO,MINERA TESORO,MINE
MINERA_TESORO_CENTINELA,MINERA TESORO CENTINELA,MINE
MINERA_WAY,MINERA EL WAY,MINE
MINISTERIO DE RELACIONES EXTERIORES,MINISTERIO DE RELACIONES EXTERIORES,OTRO
MINSAL,MINSAL,OTRO
MODINGER HERMANOS S.A.,MODINGER HERMANOS SA,AGCS
MOL SAN CRISTOBAL,MOLINERA SAN CRISTOBAL,IMNM
MOLDEADOS Y RODILLOS DE GOMA S.A.,,
MOLDURAS E INSUMOS LIMITADA,MOLDURAS E INSUMOS LIMITADA,IMNM
MOLIBDENOS Y METALES S. A.,MOLIBDENOS Y METALES S A,IMM
MOLINERA DEL MAIPO S.A.,MOLINERA DEL MAIPO SA,IMNM
MOLINERA GORBEA LTDA,MOLINERA GORBEA LTDA,IMNM
MOLINERA ITATA,,
MOLINERA ITATA S.A.,,
MOLINERA_TEMUCO_LTDA.,MOLINERA TEMUCO LTDA,IMNM
MOLINERADELVALLELIMITADA,MOLINERADELVALLELIMITADA,IMNM
MOLINO BALMACEDA S.A.,MOLINO BALMACEDA SA,IMNM
MOLINO CAUPOLICAN LTDA,MOLINO CAUPOLICAN LTDA,IMNM
MOLINO CUNACO. LTDA.,MOLINOS CUNACO SA,IMNM
MOLINO KOKE S.A.C.I.,MOLINO KOKE SACI,IMNM
MOLINO LINDEROS S.A.,MOLINO LINDEROS SA,IMNM
MOLINO PUENTE ALTO S A,MOLINO PUENTE ALTO S A,IMNM
MOLINO SAN FELIPE,MOLINO SAN FELIPE,IMNM
Molino_BIOBIO,MOLINO BIOBIO,IMNM
MOLINO_CUNACO,MOLINOS CUNACO SA,IMNM
MOLINO_FUENTES_S.A.,MOLINO FUENTES SA,IMNM
MOLINO_LA_ESTAMPA,MOLINO LA ESTAMPA,IMNM
MOLINO_RAHUE_S.A.,MOLINO RAHUE SA,IMNM
MOLINOS CUNACO S.A,MOLINOS CUNACO SA,IMNM
MOLINOS CUNACO S.A.,MOLINOS CUNACO SA,IMNM
MOLYB,MOLYB,IMM
MOLYCOP,MOLYCOP,IMM
MOLY-COP,MOLYCOP,IMM
MOLYCOP_TALCAHUANO,MOLYCOP TALCAHUANO,IMM
MOLYMET,MOLYMET,IMM
MOLYNOR,MOLYNOR,IMM
MONARCH INDUSTRIAL S.A.,MONARCH INDUSTRIAL SA,IMNM
MONTE_VERDE,MONTE VERDE,AGCS
MOSTOS DEL PACIFICO S.A.,MOSTOS DEL PACIFICO SA,IMNM
MOTORES_IQUIQUE,MOTORES IQUIQUE,COME
MSA-CHAGRES,MSA-CHAGRES,COME
MSA-EL SOLDADO,MSA-EL SOLDADO,COME
MSA-LOS BRONCES,LOS BRONCES,MINE
MSA‐LOS BRONCES,LOS BRONCES,MINE
MTE CEMCOGAS S.A,MTE CEMCOGAS SA,IMM
MUELLE,MUELLE,OTRO
MUELLE GRANELERO,MUELLE GRANELERO,OTRO
MULTIACEROS SA,MULTIACEROS SA,COME
MULTIASSIST SA (comunidad edificio el bo,MULTIASSIST SA (COMUNIDAD EDIFICIO EL BOSQUE),AIEA
MULTIASSIST SA (comunidad edificio el bosque),MULTIASSIST SA (COMUNIDAD EDIFICIO EL BOSQUE),AIEA
MULTICENTRO,MULTICENTRO,COME
MULTIFRIGO_CASABLANCA,MULTIFRIGO CASABLANCA,COME
MULTIFRIGO_VALPARAISO,MULTIFRIGO VALPARAISO,COME
MULTIFRIO S.A.,MULTIFRIO SA,TRAC
MUNI_PTOMONTT,MUNI PTOMONTT,OTRO
MUTUAL E SEGURIDAD CCHC - HOSPITAL,MUTUAL E SEGURIDAD CCHC - HOSPITAL,SOSA
NEOGEL S.A.,NEOGEL SA,IMNM
NEORENTAS LA SERENA,NEORENTAS LA SERENA,FINA
NESTLE CHILE S.A.,NESTLE CHILE SA,COME
NESTLE CHILE S.A. S A,NESTLE CHILE SA,COME
NESTLE_CHILE,NESTLE CHILE SA,COME
NEXANS CHILE S.A.,NEXANS CHILE SA,IMM
NIBSA S.A.,NIBSA SA,IMM
NITRATOS,NITRATOS,FINA
NORAMCO S.A.,NORAMCO SA,COME
NORANDA,NORANDA,MINE
NOVOFISH,NOVOFISH,PESC
NOVOPLAST,NOVOPLAST,IMNM
NUEVA_RIO_BLANCO_S.A.,NUEVA RIO BLANCO SA,AGCS
NUEVA_VICTORIA,NUEVA VICTORIA,OTRO
NUEVO SUR S.A.,NUEVO SUR SA,COME
NUEVO_SUR_VII_1,NUEVO SUR VII 1,COME
NUEVO_SUR_VII_10,NUEVO SUR VII 10,COME
NUEVO_SUR_VII_11,NUEVO SUR VII 11,COME
NUEVO_SUR_VII_2,NUEVO SUR VII 2,COME
NUEVO_SUR_VII_3,NUEVO SUR VII 3,COME
NUEVO_SUR_VII_4,NUEVO SUR VII 4,COME
NUEVO_SUR_VII_5,NUEVO SUR VII 5,COME
NUEVO_SUR_VII_6,NUEVO SUR VII 6,COME
NUEVO_SUR_VII_7,NUEVO SUR VII 7,COME
NUEVO_SUR_VII_8,NUEVO SUR VII 8,COME
NUEVO_SUR_VII_9,NUEVO SUR VII 9,COME
NUEVOS DE DESARROLLOS S A,NUEVOS DESARROLLOS SA,AIEA
NUEVOS DESARROLLOS S.A,NUEVOS DESARROLLOS SA,AIEA
NUEVOS DESARROLLOS S.A.,NUEVOS DESARROLLOS SA,AIEA
NUEVOS DESARROLLOS SA,NUEVOS DESARROLLOS SA,AIEA
NUEVOS DESARROLOS S.A.,NUEVOS DESARROLLOS SA,AIEA
NUEVOS_DESARROLLOS,NUEVOS DESARROLLOS SA,AIEA
NUEVOS_DESARROLLOS_S.A,NUEVOS DESARROLLOS SA,AIEA
NUEVOS_DESARROLLOS_S.A.,NUEVOS DESARROLLOS SA,AIEA
NUTRECO,NUTRECO,FINA
NUTRECO_CHILE,NUTRECO,FINA
NVAZAL220,NVAZAL220,CP
OBS. LA SILLA,OBS LA SILLA,OTRO
OC1000376037,OC1000376037,CP
OC1001396997,OC1000376037,CP
OCEAN SPRAY CHILE SPA traspaso de Mariqu,OCEAN SPRAY CHILE,AGCS
OCEAN_SPRAY_CHILE,OCEAN SPRAY CHILE,AGCS
OCEAN_SPRAY_CHILE_SPA,OCEAN SPRAY CHILE,AGCS
OLEOTOP,OLEOTOP,IMNM
OLIVARES DE QUEPU,OLIVARES DE QUEPU,AGCS
OLIVOS DEL SUR S.A.,OLIVOS DEL SUR SA,AGCS
OLIVOS S.P.A.,OLIVOS SPA,TRAC
OMYA CHILE S A,OMYA CHILE S A,MINE
ONEMI,,
OPERAC_EL_ESCORI,OPERACIONES EL ESCORI,OTRO
OPERACIONES_EL_ESCORI,OPERACIONES EL ESCORI,OTRO
OPERACIONES_INTEGRALES_ISLA_GRANDE_S.A.,OPERACIONES INTEGRALES ISLA GRANDE SA,OTRO
OPERACIONES_TURÍSTICAS_S.A.,OPERACIONES TURÍSTICAS SA,COME
ORIZON - PTA1,ORIZON SA,IMNM
ORIZON S.A.,ORIZON SA,IMNM
ORIZON_PTA1,ORIZON SA,IMNM
ORIZON_S.A.,ORIZON SA,IMNM
ORIZONGAS,ORIZONGAS,OTRO
OXIQUIM,OXIQUIM,IMNM
OXIQUIM .S.A.,OXIQUIM,IMNM
OXY,OXY,COME
PACIFIC NUT COMPANY CHILE S.A.,PACIFIC NUT COMPANY CHILE SA,AGCS
PACIFIC_GOLD,PACIFIC GOLD,COME
PACKING Y SERVICIOS RUCARAY,PACKING Y SERVICIOS RUCARAY,AGCS
PACKING_SERVICIOS_SANTA_ROSA,PACKING SERVICIOS SANTA ROSA,AGCS
PACSA,PACSA,CONS
PAIMASA S.A.,PAIMASA SA,IMNM
PALES220,PALES220,CP
PANELES ARAUCO,PANELES ARAUCO,IMNM
PANELES_ANGOL,PANELES ANGOL,IMNM
PANELES_ARAUCO,PANELES ARAUCO,IMNM
PANGUE,PANGUE,OTRO
PANIMEX,PANIMEX,IMNM
PAP. BIO BIO,PAP BIO BIO,AGCS
PAP. PACIFICO,PAP PACIFICO,AGCS
PAQUITO,PAQUITO,PESC
PARMEX SA,PARMEX SA,AGCS
PARQUE ARAUCO S.A.,PARQUE ARAUCO,COME
PARQUE_ANGAMOS,PARQUE ANGAMOS,COME
PARQUE_ARAUCO,PARQUE ARAUCO,COME
PARQUE_ARAUCO_Y_FILIALES,PARQUE ARAUCO,COME
PARR_TINAMOU_AG,PARR TINAMOU AG,OTRO
PATAGONIAFRESH S.A.,PATAGONIAFRESH SA,IMNM
PATAGONIAFRESH2,PATAGONIAFRESH SA,IMNM
PATRICIO LIOI Y CIA LTDA,PATRICIO LIOI Y CIA LTDA,IMM
PBB( PLASTICOS BIO BIO),PLASTICOS BIO BIO,IMNM
PCRIST. TORO S.A.I.C,PCRIST TORO SAIC,OTRO
PENTZKE_S.A.,PENTZKE SA,IMNM
PERFILES Y METALES S.A.,PERFILES Y METALES SA,IMM
PERFILES Y TUBOS ACEROS ALMARZA S.A.,,
PESQ_LA_PORTADA,PESQUERA LA PORTADA,PESC
PESQ_MAR_ANTÁRTICO,PESQUERA MAR ANTÁRTICO,PESC
PESQUERA BAHIA CORONEL S.A.,PESQUERA BAHIA CORONEL SA,PESC
PESQUERA PACIFIC FARMER,,
PESQUERA PACIFIC STAR S.A. traspaso a pi,PESQUERA PACIFIC STAR SA TRASPASO A PI,PESC
PESQUERA_BAHIA_CALDERA,PESQUERA BAHIA CALDERA,PESC
PESQUERA_DEL_MAR_ANTARTICO_S.A.,PESQUERA DEL MAR ANTARTICO SA,PESC
PESQUERA_LANDES,PESQUERA LANDES,PESC
PESQUERA_PACIFIC,PESQUERA PACIFIC,PESC
PESQUERA_TRANS_ANTARTIC_LTDA,PESQUERA TRANS ANTARTIC LTDA,PESC
PESQUERARIODULCE,PESQUERARIODULCE,PESC
PETROFLEX S.A.,PETROFLEX SA,IMNM
PETROMAX SPA,PETROMAX SPA,MINE
PETROQUIM,PETROQUIM,IMNM
PISCICULTURA_QUASAN,PISCICULTURA QUASAN,AGCS
PIZARREÑO,PIZARREÑO,FINA
PLANTA CARTULINAS MAULE CMPC,PLANTA CARTULINAS MAULE CMPC,IMNM
PLANTA CARTULINAS VALDIVIA CMPC,PLANTA CARTULINAS VALDIVIA CMPC,IMNM
PLANTA CHIMOLSA CMPC,PLANTA CHIMOLSA CMPC,IMNM
PLANTA MDP TENO,PLANTA MDP TENO,IMNM
PLANTA TISSUE CMPC,PLANTA TISSUE CMPC,IMNM
PLANTA VIÑALES,PLANTA VIÑALES,IMNM
PLASTICOS ESPAÑA S A,PLASTICOS ESPAÑA S A,IMNM
PLASTICOS FILMAMERICA LTDA.,PLASTICOS FILMAMERICA LTDA,IMNM
PLASTICOS HADDAD S.A.,PLASTICOS HADDAD SA,IMNM
PLASTICOS KENDY S.A..,PLASTICOS KENDY SA,IMNM
PLASTICOS PET S.A,,
PLÁSTICOS TÉCNICOS S.A.,PLÁSTICOS TÉCNICOS SA,IMNM
PLASTICOS WENCO-PLASTICOS KENDY,PLASTICOS WENCO-PLASTICOS KENDY,IMNM
PLÁSTICOS Y VIDRIOS LTDA.,PLÁSTICOS Y VIDRIOS LTDA,IMNM
PLASTYVERG. S.A.,PLASTYVERG SA,COME
PLAZA DEL TREBOL S.A.,PLAZA DEL TREBOL SA,AIEA
PLAZA LA SERENA,PLAZA LA SERENA SA,COME
PLAZA LA SERENA S.A.,PLAZA LA SERENA SA,COME
PLAZA OESTE S.A.,PLAZA OESTE SA,COME
PLAZA TOBALABA S.A.,PLAZA TOBALABA SA,AIEA
PLAZA TREBOL S.A.,PLAZA DEL TREBOL SA,AIEA
PLAZA_DEL TREBOL_S.A.,PLAZA DEL TREBOL SA,AIEA
PLAZA_DEL_TREBOL_S.A,PLAZA DEL TREBOL SA,AIEA
PLAZA_DEL_TREBOL_S.A.,PLAZA DEL TREBOL SA,AIEA
PLAZA_MAULE_S.A.,PLAZA MAULE SA,AIEA
PLAZA_TREBOL_S.A.,PLAZA DEL TREBOL SA,AIEA
POLAMBIENTE,POLAMBIENTE,IMM
POLIFUSIÓN,POLIFUSIÓN,IMNM
POLITEC S.A.,POLITEX SA,COME
POLITEX S.A.,POLITEX SA,COME
POLPAICO,POLPAICO,IMNM
POLYTEX S.A,POLITEX SA,COME
POLYTEX_SA,POLITEX SA,COME
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,ENSE
POR_CABO_FROWARD,POR CABO FORWARD,OTRO
PORTUARIA CORRAL 1,PORTUARIA CORRAL 1,CONS
PORTUARIA CORRAL 2,PORTUARIA CORRAL 2,CONS
PORTUARIOS_QUELLON,PORTUARIOS QUELLON,CONS
POWER CENTER SPA,POWER CENTER SPA,TRAC
PRAXAIR CHILE LTDA.,PRAXAIR CHILE LTDA,IMNM
PRECISA_FROZEN,PRECISA FROZEN,CONS
PREFABRICADOS DE HORMIGÓN GRAU S.A.,PREFABRICADOS DE HORMIGÓN GRAU SA,IMNM
PRIMAR,PRIMAR,PESC
PRIZE PROSERVICE S.A,PRIZE PROSERVICE SA,COME
PRM,PRM,IMM
PROACER,PROACER,IMM
PROBISA,PROBISA,IMNM
PROC. Y EXP. DE FRUTAS Y VERDURAS LTDA.,PROC Y EXP DE FRUTAS Y VERDURAS LTDA,IMNM
PROC_DE_PLAS_PUELCHE,PROCESADORA DE PLASTICO PUELCHE,IMNM
PROCESADORA HUEÑOCOIHUE SPA (CHONCHI),PROCESADORA HUEÑOCOIHUE SPA (CHONCHI),IMNM
PROCESADORA Y DESIDRATADORA COLCHAGUA S.,PROCESADORA Y DESIDRATADORA COLCHAGUA SA,IMNM
PROCESADORA Y DESIDRATADORA COLCHAGUA S.A.,PROCESADORA Y DESIDRATADORA COLCHAGUA SA,IMNM
PROCESADORA_AGUAS_CLARAS_LTDA,PROCESADORA AGUAS CLARAS LTDA,IMNM
PROCESADORA_DE_CARNES_DEL_SUR,PROCESADORA DE CARNES DEL SUR,IMNM
PROCTER & GAMBLE CHILE LTDA.,PROCTER & GAMBLE CHILE LTDA,IMNM
PRODALAM S.A.,,
PRODEA S.A.,,
PRODINSA S.A,PRODINSA SA,IMM
PRODUCTORA ALYSA SPA,PRODUCTORA ALYSA SPA,IMNM
PRODUCTOS_FERNANDEZ_S.A.,PRODUCTOS FERNANDEZ SA,IMNM
PROEX SPA,PROEX SPA,AGCS
PROLESUR,PROLESUR,IMNM
PROMAIZ S.A.,PROMAIZ SA,IMNM
PROMASA_ELAVELLANO,PROMASA ELAVELLANO,COME
PROMASA_LANGELES,PROMASA LANGELES,COME
PROUNION S.A.,PROUNION SA,COME
PROVEEDORA INDUSTRIAL ARRIGONI S.A. - PR,PROVEEDORA INDUSTRIAL ARRIGONI SA,COME
PROVENSE S.A.,PROVENSE SA,AIEA
PROVERDE S.A.,,
PROYECT_FRUIT,PROYECT FRUIT,OTRO
PTOTOCOPILLA,PTOTOCOPILLA,OTRO
PUCOBRE,PUCOBRE,MINE
PUERTO CENTRAL,PUERTO CENTRAL,OTRO
PUERTO LIRQUÉN,PUERTO LIRQUÉN,OTRO
PUERTO VENTANAS,PUERTO VENTANAS,OTRO
PUERTO VENTANAS S.A.,PUERTO VENTANAS,OTRO
QUIBORAX,QUIBORAX,IMNM
QUILHUICA FARMS SPA,QUILHUICA FARMS SPA,AGCS
QUILLAGUA,QUILLAGUA,SEGA
QUILLAY PETEROA,QUILLAY PETEROA,IMNM
QUIMETAL INDUSTRIAL SA,QUIMETAL INDUSTRIAL SA,IMNM
R_CENTENARIO,R CENTENARIO,IMNM
R_PUCOBRE,PUCOBRE,MINE
RAUL_ALEJANDRO_MONTESINOS_IROUME,RAUL ALEJANDRO MONTESINOS IROUME,OTRO
Rb La Dehesa Managment S.A.,RB LA DEHESA MANAGMENT SA,AIEA
RD CONCEPCION MANAGMENT SPA,RD CONCEPCION MANAGMENT SPA,AIEA
RECSOL S.A.,REVESOL SA,IMM
RED DE TELEVISION CHILEVISION SA,RED DE TELEVISION CHILEVISION SA,OTRO
RED TELEVISIVA MEGAVISIÓN S.A.,RED TELEVISIVA MEGAVISIÓN SA,TRAC
RED_DRAGON,RED DRAGON,OTRO
REIFOX,REIFOX,IMNM
Relsa Talleres S.A.,RELSA TALLERES SA,AIEA
RENDIC HERMANOS S.A,RENDIC HERMANOS SA,IMNM
RENDIC HERMANOS S.A.,RENDIC HERMANOS SA,IMNM
RENDIC_HERMANOS_S.A,RENDIC HERMANOS SA,IMNM
RENDIC_HERMANOS_S.A.,RENDIC HERMANOS SA,IMNM
RENTAS COQUIMBO SPA,RENTAS COQUIMBO SPA,FINA
RENTAS LA CASTELLANA S.A.,RENTAS LA CASTELLANA SA,CONS
RENTAS PATIO I SPA,RENTAS PATIO I SPA,FINA
RENTAS PATIO I SPA - Consistorial Peñalo,RENTAS PATIO I SPA,FINA
RENTAS PATIO I SPA - Consistorial Peñalolen,RENTAS PATIO I SPA,FINA
RENTAS PATIO I SPA.,RENTAS PATIO I SPA,FINA
RENTAS PATIO V SPA,RENTAS PATIO V SPA,FINA
RENTAS PATIO Vi SPA,RENTAS PATIO VI SPA,FINA
RENTAS PATIO VI SPA - Valle Grande,RENTAS PATIO VI SPA,FINA
RENTAS SAN PEDRO,RENTAS SAN PEDRO SA,AIEA
RENTAS SAN PEDRO S.A..,RENTAS SAN PEDRO SA,AIEA
RENTAS_FALABELLA,RENTAS FALABELLA,CONS
RENTAS_FALABELLA5,RENTAS FALABELLA,CONS
RENTAS_FALABELLA5_L_RF004,RENTAS FALABELLA,CONS
RENTAS_FALABELLA6,RENTAS FALABELLA,CONS
RENTAS_FALABELLA6_L_RF005,RENTAS FALABELLA,CONS
RENTAS_SAN_PEDRO,RENTAS SAN PEDRO SA,AIEA
RENTCO S.A.,RENTCO SA,AIEA
RENTCO SA,RENTCO SA,AIEA
RENTCOALA,RENTCOALA,CONS
RESONANCIA SAN MARTIN SPA,RESONANCIA SAN MARTIN SPA,SOSA
REVESOL SA,REVESOL SA,IMM
RGM MALLAS DE ALAMBRE LTDA,RGM MALLAS DE ALAMBRE LTDA,IMM
RIA AUSTRAL S.A.,RIA AUSTRAL SA,PESC
RIO ITATA,RIO ITATA,IMNM
RIPLEY,RIPLEY,COME
Ripley,RIPLEY,COME
RIPLEY CALERA,RIPLEY,COME
RIPLEY QUILPUE,RIPLEY,COME
RIPLEY STORE,RIPLEY,COME
RIPLEY STORE LIMITADA,RIPLEY,COME
RIPLEY STORE LTDA,RIPLEY,COME
RIPLEY STORE LTDA.,RIPLEY,COME
RIPLEY STORE SpA,RIPLEY,COME
RIPLEY STORE SPA,RIPLEY,COME
RIPLEY STORE SPA.,RIPLEY,COME
RIPLEY VALPO,RIPLEY,COME
RITRAMA,RITRAMA,IMM
ROBERTO TAMM Y CIA,ROBERTO TAMM Y CIA,AGCS
RR DONELLY CHILE LTDA,RR DONELLY CHILE LTDA,IMNM
RR WINE S.A.,RR WINE SA,AGCS
S_EXP_PROD_MARIN_AG,S EXP PROD MARIN AG,OTRO
SA INDUSTRIAL METALURGICA Y ELECTRICA,SA INDUSTRIAL METALURGICA Y ELECTRICA,IMM
SAAM 1,SAAM 1,CONS
SAAM 2,SAAM 2,CONS
SABO,SABO,COME
SAESA LIBRE,SAESA LIBRE,SEGA
